url,selector
https://moz.com/blog/digital-marketing-cornerstones-tips-from-marketers,.post-content
https://moz.com/blog/seo-accessibility-images-video,.post-content
http://nypost.com/2016/06/07/hillarys-nomination-a-win-96-years-in-the-making/,.entry-content
http://nypost.com/2016/06/07/donald-trump-is-doing-a-great-job-if-hes-trying-to-lose/,.entry-content
